id,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price
13671801,Entire home/apt,4,1,strict,TRUE,t,88,2,2,5.700443573
14340124,Entire home/apt,5,1,flexible,FALSE,f,,3,3,6.212606096
12932894,Entire home/apt,5,1.5,moderate,TRUE,f,92,3,3,5.010635294
20495999,Entire home/apt,2,1,flexible,FALSE,t,100,1,1,4.709530201
20837481,Entire home/apt,4,1,moderate,FALSE,f,80,2,2,5.703782475
14125614,Private room,2,2.5,flexible,TRUE,t,,1,1,4.65396035
11929081,Private room,2,1,strict,TRUE,t,,1,2,4.700480366
7454585,Private room,4,2,flexible,FALSE,f,,2,2,5.416100402
9807848,Private room,2,1,moderate,TRUE,f,95,1,1,4.356708827
14774354,Entire home/apt,4,2,moderate,TRUE,f,97,2,3,5.003946306
13599326,Shared room,2,1,flexible,FALSE,f,,1,1,3.17805383
1216507,Private room,1,1,flexible,TRUE,f,,1,1,4.605170186
1832679,Entire home/apt,4,1,moderate,TRUE,t,100,1,2,4.574710979
13884076,Entire home/apt,2,1,strict,TRUE,f,92,0,1,4.59511985
6042151,Entire home/apt,5,1,flexible,TRUE,f,93,2,2,5.59471138
15436402,Entire home/apt,4,2,strict,TRUE,t,,2,2,6.214608098
10115193,Private room,2,1,strict,TRUE,f,100,1,1,4.33073334
16177069,Private room,4,1,moderate,FALSE,f,99,2,2,5.075173815
16236477,Private room,1,,strict,TRUE,f,100,1,,4.007333185
6438254,Private room,2,1,moderate,TRUE,f,96,1,1,4.317488114
20053362,Private room,1,1,flexible,FALSE,f,100,1,1,4.49980967
11191899,Entire home/apt,4,1,moderate,TRUE,f,87,2,2,4.553876892
17607413,Entire home/apt,16,3.5,strict,TRUE,f,,6,12,7.002155954
14916283,Private room,3,1.5,strict,TRUE,f,80,1,2,3.912023005
23265,Private room,1,1,moderate,FALSE,f,100,1,1,3.401197382
18227457,Entire home/apt,4,1,moderate,TRUE,f,100,2,2,5.342334252
10460271,Private room,1,1,moderate,FALSE,f,80,1,1,3.555348061
18316379,Private room,2,1,strict,TRUE,f,98,1,1,5.003946306
16323461,Private room,2,1,flexible,FALSE,t,,1,1,4.382026635
602453,Private room,2,1,moderate,TRUE,f,93,1,1,4.248495242
16202617,Entire home/apt,8,4.5,strict,TRUE,f,100,4,4,7.170119543
5260322,Entire home/apt,1,1,strict,FALSE,f,100,0,1,4.248495242
16148980,Private room,2,1,flexible,TRUE,f,90,1,1,4.158883083
14535972,Private room,1,1,flexible,FALSE,f,100,1,1,4.700480366
18415088,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,4.442651256
18357504,Entire home/apt,2,1,strict,TRUE,t,100,1,1,5.293304825
3288539,Private room,2,1,strict,TRUE,f,100,1,1,3.891820298
10192593,Private room,2,1,moderate,TRUE,f,99,1,1,3.784189634
8424897,Private room,2,1,flexible,FALSE,f,98,1,1,4.317488114
17943243,Entire home/apt,5,1,strict,TRUE,f,89,3,3,4.59511985
9935894,Entire home/apt,2,1,strict,TRUE,t,97,1,1,5.075173815
12884594,Private room,2,1,moderate,TRUE,t,96,1,1,3.891820298
17650615,Entire home/apt,2,1,strict,TRUE,f,,1,1,5.010635294
15923050,Private room,2,1,strict,FALSE,f,90,1,1,4.382026635
18887398,Private room,2,1.5,flexible,FALSE,t,,1,1,5.669880923
9879235,Entire home/apt,3,1,moderate,TRUE,t,88,2,2,4.204692619
2379539,Entire home/apt,3,1,strict,TRUE,f,98,1,1,5.105945474
18425070,Private room,2,1,strict,TRUE,f,100,1,1,4.442651256
12328003,Entire home/apt,4,1,strict,TRUE,t,,0,2,4.828313737
3931037,Private room,1,2,flexible,TRUE,f,100,1,1,3.850147602
15753718,Entire home/apt,4,2,strict,TRUE,t,100,2,2,5.700443573
14991684,Private room,2,1,moderate,FALSE,f,94,1,1,4.248495242
14301088,Private room,1,1,flexible,FALSE,t,,0,1,4.007333185
8839465,Entire home/apt,4,1,moderate,TRUE,f,93,2,1,5.105945474
15747577,Shared room,3,1,strict,TRUE,t,83,1,1,3.555348061
15693986,Private room,1,1,flexible,FALSE,f,,1,1,4.317488114
17039086,Entire home/apt,4,1,moderate,TRUE,f,94,1,1,5.010635294
7718075,Entire home/apt,2,1,strict,TRUE,f,82,1,1,4.744932128
18612685,Entire home/apt,6,1,moderate,TRUE,t,96,2,5,4.762173935
16781244,Entire home/apt,4,1,strict,TRUE,f,97,1,1,5.220355825
16260308,Entire home/apt,6,2,flexible,FALSE,f,,3,3,6.907755279
16288167,Entire home/apt,3,2,flexible,FALSE,f,,2,2,5.164785974
17665091,Entire home/apt,6,2,strict,TRUE,f,,3,3,5.062595033
9231869,Entire home/apt,2,1,strict,TRUE,t,93,0,1,4.477336814
1025786,Entire home/apt,4,1,strict,TRUE,f,91,1,1,4.248495242
9734950,Private room,1,1,flexible,FALSE,t,,0,1,3.912023005
16057380,Entire home/apt,4,2,strict,TRUE,f,100,2,2,5.899897354
19860683,Private room,2,1,flexible,FALSE,f,,1,1,4.17438727
6335429,Private room,1,0.5,strict,TRUE,t,93,1,1,4.219507705
1965122,Entire home/apt,4,1,strict,TRUE,f,90,1,2,5.075173815
9836960,Entire home/apt,4,1,strict,TRUE,f,87,1,1,5.075173815
13375531,Private room,1,1,flexible,FALSE,f,,1,1,3.555348061
4573458,Entire home/apt,2,1,moderate,TRUE,f,98,1,1,5.703782475
6514861,Entire home/apt,4,1,flexible,FALSE,f,100,1,2,5.521460918
13577207,Entire home/apt,2,1,strict,FALSE,f,90,1,1,4.86753445
3825165,Private room,3,1,flexible,FALSE,f,,1,1,3.850147602
16568106,Entire home/apt,2,1,flexible,FALSE,f,100,1,1,6.684611728
13897862,Private room,2,1,flexible,TRUE,f,100,1,1,4.65396035
6824996,Entire home/apt,2,1,moderate,TRUE,f,98,1,1,5.164785974
13281024,Entire home/apt,2,1,strict,TRUE,f,100,1,2,5.220355825
19913714,Entire home/apt,5,1.5,strict,TRUE,f,100,3,3,5.616771098
14899220,Private room,1,1,flexible,FALSE,f,100,1,1,4.955827058
7692980,Private room,1,1,flexible,TRUE,t,94,1,1,4.553876892
4667148,Entire home/apt,2,1,strict,TRUE,f,99,1,1,5.517452896
15719619,Private room,2,1,strict,TRUE,f,94,1,1,3.912023005
16259102,Entire home/apt,4,2,strict,TRUE,f,100,2,2,5.521460918
4621287,Private room,1,1,strict,TRUE,t,93,1,1,4.605170186
19488192,Entire home/apt,2,1,flexible,FALSE,f,,1,1,5.298317367
3389896,Entire home/apt,6,1,strict,TRUE,f,100,1,3,4.976733742
14790419,Entire home/apt,2,1,strict,TRUE,t,100,1,1,5.521460918
3448986,Private room,2,1,flexible,FALSE,f,92,1,1,4.17438727
12814672,Entire home/apt,8,4.5,strict,TRUE,f,100,4,4,7.003065459
10257097,Entire home/apt,6,1.5,strict,TRUE,f,100,2,2,5.247024072
5029703,Entire home/apt,5,2,moderate,TRUE,f,96,2,2,5.043425117
12955438,Entire home/apt,2,1,flexible,TRUE,f,,0,1,4.700480366
4917583,Entire home/apt,3,1,moderate,TRUE,f,97,1,2,4.787491743
15532958,Entire home/apt,2,1,flexible,TRUE,f,93,1,1,4.317488114
16720735,Entire home/apt,7,1,strict,TRUE,f,100,2,3,6.380122537
7278514,Private room,2,1,moderate,TRUE,f,96,1,1,4.317488114
20602932,Entire home/apt,6,2,strict,TRUE,t,,3,4,5.272999559
15784488,Entire home/apt,3,1,strict,TRUE,f,100,1,1,4.787491743
792273,Entire home/apt,2,1,strict,TRUE,f,70,0,1,4.744932128
7574824,Entire home/apt,5,2,strict,TRUE,f,95,2,3,5.010635294
18235030,Entire home/apt,2,1,strict,TRUE,t,99,1,1,5.164785974
6990764,Private room,3,1,strict,FALSE,f,89,1,1,4.744932128
10282754,Private room,2,1,strict,FALSE,f,60,1,1,4.941642423
18162935,Entire home/apt,2,1,flexible,FALSE,f,93,0,1,4.317488114
16813543,Entire home/apt,4,1,strict,TRUE,t,93,2,3,5.298317367
12839370,Private room,2,1,strict,TRUE,t,85,1,1,4.553876892
16652293,Private room,4,1,strict,TRUE,f,97,2,2,3.912023005
16351864,Private room,1,1,moderate,TRUE,f,78,1,1,3.135494216
15251144,Private room,2,1,moderate,TRUE,f,95,1,1,4.317488114
6673773,Private room,2,1.5,strict,TRUE,f,80,1,1,4.17438727
20255457,Private room,4,2,moderate,TRUE,t,94,2,2,5.634789603
12545436,Entire home/apt,2,1,strict,TRUE,f,92,1,1,5.075173815
13209317,Private room,2,1,flexible,TRUE,t,80,1,1,3.80666249
10815644,Entire home/apt,2,1,strict,TRUE,t,,1,1,4.828313737
19273138,Entire home/apt,2,1,strict,TRUE,t,84,0,1,5.298317367
8050221,Entire home/apt,4,2,flexible,TRUE,f,91,2,2,4.905274778
13466100,Entire home/apt,5,2,strict,TRUE,f,97,2,2,5.220355825
6431889,Entire home/apt,14,3.5,strict,TRUE,f,95,3,7,5.855071922
2658619,Entire home/apt,2,1,strict,FALSE,f,,0,1,6.214608098
9058854,Entire home/apt,2,1,moderate,FALSE,f,89,1,2,4.49980967
16601782,Entire home/apt,4,1,moderate,TRUE,f,97,1,2,4.48863637
13800918,Entire home/apt,4,1,flexible,FALSE,f,96,1,2,5.521460918
8866089,Entire home/apt,5,1,moderate,TRUE,f,93,2,2,5.298317367
19864245,Private room,3,1,flexible,FALSE,f,91,1,2,4.094344562
14727682,Private room,1,2,flexible,FALSE,f,91,1,1,4.094344562
9218051,Private room,2,1,strict,TRUE,f,100,1,1,4.828313737
205639,Private room,2,1,flexible,FALSE,f,,1,1,4.605170186
14054601,Entire home/apt,2,1,moderate,TRUE,f,100,1,2,4.382026635
7679171,Private room,2,1,moderate,TRUE,f,95,1,1,4.094344562
11696214,Entire home/apt,2,1,strict,TRUE,t,90,0,1,4.976733742
5749839,Private room,2,1,flexible,TRUE,f,96,1,1,4.553876892
16712101,Entire home/apt,2,1,moderate,TRUE,f,91,0,2,4.691347882
8015052,Entire home/apt,2,1,flexible,TRUE,f,90,1,1,4.317488114
1945299,Private room,1,1,flexible,TRUE,f,67,1,1,4.234106505
18430912,Private room,2,1,strict,FALSE,f,99,1,1,4.077537444
17001011,Entire home/apt,4,1,strict,TRUE,f,,1,2,4.442651256
12255045,Private room,1,1,flexible,FALSE,t,,1,1,4.605170186
18240512,Entire home/apt,3,1,strict,TRUE,t,97,1,1,4.290459441
15423560,Private room,1,1,strict,FALSE,f,100,1,1,4.382026635
6661227,Private room,2,1,moderate,TRUE,f,97,1,1,4.553876892
8571629,Entire home/apt,2,1,flexible,TRUE,t,95,1,1,4.727387819
10369307,Shared room,1,1,moderate,TRUE,f,100,1,1,4.442651256
6559985,Private room,2,2,flexible,TRUE,f,85,4,1,4.127134385
17959492,Private room,1,1,flexible,TRUE,f,,1,1,3.610917913
4025236,Entire home/apt,1,1,flexible,TRUE,f,100,1,1,4.248495242
5184693,Entire home/apt,4,3,strict,TRUE,f,100,2,4,5.703782475
2107429,Private room,2,1,strict,FALSE,f,85,1,1,4.127134385
3323189,Entire home/apt,7,2,strict,TRUE,t,90,3,5,5.247024072
14519623,Private room,2,1.5,moderate,FALSE,f,95,1,1,4.787491743
18257607,Private room,1,1,flexible,FALSE,f,,1,1,4.605170186
6938730,Entire home/apt,1,1,strict,TRUE,f,,0,1,5.075173815
20092821,Private room,4,1,flexible,FALSE,f,93,1,1,3.688879454
6939024,Private room,2,1,flexible,TRUE,f,100,1,1,3.912023005
18510087,Private room,1,1,moderate,FALSE,t,91,1,1,3.63758616
16479459,Entire home/apt,4,1,moderate,TRUE,t,,0,1,5.220355825
4936023,Entire home/apt,4,1,flexible,TRUE,t,87,2,2,5.857933154
12872197,Entire home/apt,2,1,strict,TRUE,t,96,2,2,5.298317367
7679930,Entire home/apt,3,1,flexible,TRUE,f,94,1,1,5.616771098
16894437,Entire home/apt,10,2.5,strict,TRUE,t,93,4,5,6.214608098
1843641,Entire home/apt,3,1,moderate,FALSE,f,100,1,1,6.01615716
20303001,Private room,2,1.5,strict,TRUE,f,90,1,1,3.891820298
16908058,Entire home/apt,3,1,moderate,FALSE,t,94,1,1,4.905274778
13190326,Entire home/apt,3,1,flexible,FALSE,t,100,0,2,4.787491743
6135557,Private room,1,2,flexible,TRUE,f,,1,1,5.521460918
16973454,Entire home/apt,2,1,strict,TRUE,f,93,1,1,5.247024072
14535188,Entire home/apt,2,1,strict,TRUE,t,88,0,1,4.859812404
18429530,Entire home/apt,6,1,moderate,TRUE,t,,2,3,4.787491743
16973858,Private room,2,1,flexible,FALSE,t,94,2,4,3.912023005
13953228,Entire home/apt,4,2,moderate,TRUE,f,100,2,2,5.988961417
5825173,Private room,1,1,flexible,FALSE,f,,1,1,4.094344562
14898029,Entire home/apt,3,1,moderate,TRUE,f,94,1,2,5.521460918
6675519,Entire home/apt,2,1,strict,TRUE,f,97,1,1,5.187385806
9593354,Private room,1,1,strict,TRUE,f,93,1,1,4.094344562
1857464,Shared room,3,1,flexible,TRUE,t,,1,3,3.80666249
2482902,Private room,2,1,strict,TRUE,f,95,1,2,4.465908119
16644766,Private room,2,1,strict,TRUE,f,100,1,1,4.49980967
18908843,Private room,3,1,strict,TRUE,f,40,1,1,3.80666249
13006928,Entire home/apt,2,1,strict,TRUE,f,100,1,2,4.86753445
21066611,Entire home/apt,4,1.5,moderate,TRUE,t,96,2,2,5.105945474
12902143,Entire home/apt,2,1,strict,FALSE,f,,0,1,4.941642423
1732498,Private room,2,1,flexible,FALSE,t,96,1,1,4.700480366
3575859,Entire home/apt,4,1,strict,TRUE,t,96,1,2,5.272999559
18749159,Private room,2,1,strict,FALSE,f,,1,1,6.109247583
17303084,Private room,2,1.5,strict,TRUE,f,100,1,1,4.007333185
12204279,Entire home/apt,5,2,moderate,TRUE,t,97,1,1,5.783825182
13575147,Entire home/apt,5,3,flexible,FALSE,f,100,3,4,6.551080335
4565877,Entire home/apt,13,2,moderate,TRUE,f,96,4,8,5.627621114
18175887,Entire home/apt,2,1,strict,FALSE,f,98,1,1,4.343805422
18653426,Private room,2,1.5,moderate,TRUE,f,100,1,1,4.317488114
12555817,Private room,2,2,flexible,TRUE,f,,1,1,4.007333185
136528,Entire home/apt,2,1,strict,TRUE,f,87,1,1,4.248495242
13248968,Entire home/apt,3,2,flexible,FALSE,f,,2,1,5.010635294
15465203,Private room,2,1,strict,TRUE,f,99,1,1,5.129898715
5601147,Private room,2,1,moderate,TRUE,f,92,1,1,4.127134385
19780937,Entire home/apt,3,1,strict,TRUE,t,,1,1,4.836281907
20692587,Entire home/apt,2,1,strict,FALSE,f,97,1,1,4.553876892
15984493,Private room,2,2,strict,TRUE,f,93,1,1,4.48863637
20057317,Private room,3,1.5,flexible,FALSE,f,,3,3,4.382026635
18616441,Entire home/apt,12,3,strict,TRUE,f,100,4,6,6.796823718
12983221,Entire home/apt,4,1.5,flexible,TRUE,f,80,2,2,5.521460918
19402833,Private room,1,1,moderate,FALSE,f,100,1,1,4.094344562
15742224,Entire home/apt,6,2,strict,TRUE,t,,3,4,5.164785974
11587997,Private room,5,1,moderate,FALSE,f,97,1,3,4.077537444
704793,Entire home/apt,4,1,moderate,TRUE,f,97,1,2,5.780743516
2605755,Entire home/apt,4,1,moderate,TRUE,f,99,1,2,4.727387819
8531976,Entire home/apt,6,1,strict,TRUE,f,92,2,3,5.220355825
11735293,Entire home/apt,2,1,strict,TRUE,f,99,1,1,4.770684624
9739888,Entire home/apt,5,1,strict,FALSE,f,99,2,2,5.541263545
18383751,Private room,1,1,flexible,TRUE,f,93,1,1,3.63758616
10368714,Private room,2,1,strict,TRUE,t,91,1,1,4.605170186
15536966,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,5.135798437
9016650,Private room,1,1,strict,FALSE,f,100,1,1,3.912023005
19304453,Private room,1,,flexible,FALSE,f,88,1,,4.234106505
16518377,Private room,2,1,moderate,FALSE,f,89,1,1,4.17438727
163627,Entire home/apt,3,1,strict,TRUE,f,,2,2,5.298317367
8052910,Private room,4,1,moderate,FALSE,f,,1,2,5.147494477
5756520,Private room,1,1,flexible,FALSE,f,100,1,1,4.234106505
6356661,Entire home/apt,5,2.5,moderate,FALSE,f,85,3,3,5.857933154
19019541,Entire home/apt,2,1,strict,TRUE,f,100,1,2,4.828313737
20827698,Entire home/apt,5,1,strict,TRUE,f,94,2,2,5.953243334
18777049,Entire home/apt,4,1,strict,FALSE,f,89,0,2,5.192956851
17750380,Entire home/apt,2,1,moderate,TRUE,f,93,1,2,4.442651256
18010173,Entire home/apt,4,2,strict,TRUE,t,100,2,2,5.857933154
7558748,Entire home/apt,4,1,strict,TRUE,f,96,1,2,4.430816799
18222319,Private room,2,1,flexible,FALSE,f,,1,1,4.17438727
16415673,Entire home/apt,9,3,moderate,TRUE,t,85,4,8,5.476463552
17437025,Entire home/apt,2,1,strict,TRUE,f,100,0,1,4.49980967
19571817,Private room,1,1,moderate,TRUE,f,90,1,1,4.49980967
5352864,Entire home/apt,6,2,moderate,TRUE,t,100,2,3,5.521460918
19323563,Private room,3,2,strict,TRUE,f,91,1,2,3.912023005
17366806,Private room,1,1,strict,TRUE,f,93,1,2,5.129898715
19455243,Private room,2,1,strict,TRUE,f,95,1,1,4.094344562
10011125,Entire home/apt,4,2,strict,TRUE,t,100,2,2,6.549650742
6739145,Private room,1,1,strict,TRUE,f,,1,1,4.605170186
15435501,Private room,2,1,moderate,TRUE,t,94,1,1,4.060443011
5850897,Entire home/apt,2,1,moderate,TRUE,f,98,1,1,4.33073334
20189480,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,4.369447852
13002204,Entire home/apt,2,1,moderate,TRUE,t,92,1,1,5.010635294
18701355,Entire home/apt,4,1,moderate,FALSE,f,90,1,2,5.068904202
14290003,Private room,2,1,flexible,TRUE,f,100,1,1,4.17438727
15951107,Entire home/apt,4,1,moderate,TRUE,f,100,1,2,4.65396035
20905799,Entire home/apt,2,1,strict,TRUE,f,98,1,1,5.517452896
7916127,Entire home/apt,2,1,moderate,TRUE,f,80,2,2,4.770684624
18386659,Entire home/apt,2,1,flexible,TRUE,f,100,1,2,5.164785974
16122505,Entire home/apt,5,2,strict,FALSE,f,89,2,2,5.855071922
576426,Entire home/apt,8,3.5,moderate,TRUE,f,80,3,4,5.517452896
17764691,Entire home/apt,3,1,moderate,TRUE,f,100,1,1,4.718498871
9865583,Entire home/apt,3,1,flexible,FALSE,f,100,0,1,4.86753445
8921684,Entire home/apt,4,1,flexible,FALSE,t,,1,3,5.010635294
2051484,Entire home/apt,4,2,strict,TRUE,f,96,2,2,5.65248918
11887439,Entire home/apt,4,1,strict,TRUE,t,90,2,3,5.010635294
8043854,Entire home/apt,8,3,strict,TRUE,f,96,4,4,7.085901464
19550419,Entire home/apt,4,1,moderate,TRUE,f,97,2,2,4.700480366
14023343,Entire home/apt,4,1,strict,TRUE,f,100,2,2,4.787491743
20017636,Private room,1,1,moderate,FALSE,f,,1,1,4.317488114
16392095,Private room,1,1,flexible,FALSE,t,,1,1,5.164785974
11259062,Entire home/apt,4,1,flexible,FALSE,f,100,2,2,5.010635294
18295125,Entire home/apt,4,1,strict,TRUE,f,100,1,1,4.787491743
15703294,Private room,3,1,moderate,TRUE,f,97,1,1,5.010635294
16635517,Entire home/apt,4,1,moderate,TRUE,f,93,1,4,4.820281566
14856378,Private room,2,1.5,moderate,TRUE,t,98,1,1,4.941642423
17512435,Entire home/apt,4,1,flexible,TRUE,f,100,1,1,4.59511985
13798719,Entire home/apt,6,2,strict,TRUE,t,97,2,2,5.480638923
9616217,Entire home/apt,6,2,strict,TRUE,f,96,2,3,5.313205979
13100572,Private room,3,1,flexible,TRUE,t,,1,2,5.703782475
16177821,Entire home/apt,8,1.5,strict,TRUE,f,83,2,3,4.941642423
18490917,Entire home/apt,3,1,moderate,TRUE,f,95,1,2,4.828313737
14669324,Entire home/apt,6,1,strict,TRUE,f,94,2,3,5.272999559
7414801,Private room,3,1,moderate,TRUE,t,98,1,1,4.317488114
9046203,Entire home/apt,5,2,strict,TRUE,f,,3,3,5.703782475
5013816,Entire home/apt,8,1.5,flexible,TRUE,f,95,3,3,5.010635294
10152056,Private room,3,2,flexible,TRUE,f,,3,3,5.700443573
3442098,Entire home/apt,2,2,strict,TRUE,f,98,1,1,5.075173815
8293522,Private room,1,2,flexible,FALSE,f,97,1,1,3.63758616
12009779,Entire home/apt,4,2,flexible,FALSE,t,,2,3,5.963579344
16331827,Private room,2,1,flexible,FALSE,f,,1,1,4.17438727
17402766,Private room,2,1,flexible,FALSE,f,,1,1,3.761200116
17879733,Private room,2,1.5,strict,FALSE,f,100,1,1,4.442651256
14857314,Private room,2,1,strict,TRUE,f,89,1,1,4.077537444
13772749,Private room,3,2,strict,TRUE,f,98,1,2,4.317488114
12242142,Private room,1,1,flexible,TRUE,f,90,1,2,4.49980967
7853456,Private room,3,1,strict,TRUE,t,90,1,1,4.007333185
6171484,Entire home/apt,2,1,moderate,TRUE,f,100,0,2,5.521460918
8052915,Entire home/apt,2,0.5,flexible,TRUE,f,,1,1,4.17438727
17369530,Private room,2,1.5,flexible,FALSE,f,,1,1,4.007333185
11866156,Private room,2,1,moderate,TRUE,f,85,1,1,3.970291914
6924626,Entire home/apt,2,1,flexible,TRUE,f,100,0,1,5.857933154
2000546,Entire home/apt,12,2.5,strict,TRUE,f,99,4,4,5.986452005
1865336,Private room,1,1,flexible,TRUE,f,100,1,1,3.044522438
17500053,Entire home/apt,8,2.5,strict,FALSE,t,,3,5,6.388561406
11161984,Entire home/apt,3,1,moderate,TRUE,f,97,1,1,4.744932128
16429863,Private room,1,1,flexible,FALSE,f,,1,1,4.094344562
1302684,Private room,2,1,moderate,TRUE,f,100,1,1,4.369447852
7750936,Entire home/apt,3,1,strict,TRUE,f,97,1,1,6.214608098
10590158,Private room,2,1,moderate,TRUE,t,99,1,1,4.48863637
696051,Private room,2,1,flexible,TRUE,t,40,1,2,3.36729583
6558729,Entire home/apt,5,2,strict,TRUE,f,100,2,2,5.521460918
18535402,Private room,2,2.5,flexible,FALSE,f,98,1,1,4.605170186
16725749,Private room,2,1,strict,FALSE,t,100,1,1,4.477336814
13111973,Entire home/apt,3,1,moderate,TRUE,f,,1,1,5.393627546
14253869,Entire home/apt,5,1,strict,TRUE,f,80,2,3,5.075173815
14424847,Private room,2,2,moderate,TRUE,t,88,1,1,4.605170186
16348273,Entire home/apt,4,1,moderate,TRUE,f,97,1,2,4.65396035
19347079,Entire home/apt,6,1,moderate,TRUE,t,,2,2,5.105945474
5593241,Entire home/apt,3,1,flexible,FALSE,f,70,1,2,5.010635294
9556028,Entire home/apt,4,1,strict,TRUE,f,98,0,2,4.700480366
20884262,Entire home/apt,4,1,strict,TRUE,f,87,2,3,5.370638028
3496587,Entire home/apt,2,1,strict,FALSE,f,,0,2,5.521460918
5549458,Entire home/apt,1,1,flexible,FALSE,f,98,0,1,4.262679877
8388864,Entire home/apt,2,1,moderate,TRUE,f,85,0,1,4.317488114
10413990,Entire home/apt,5,1,flexible,FALSE,f,,1,1,5.521460918
13155451,Private room,2,2,flexible,FALSE,f,20,1,1,4.094344562
5308117,Entire home/apt,2,1,strict,TRUE,f,100,1,1,4.605170186
18443476,Entire home/apt,4,2,flexible,FALSE,f,,2,2,4.605170186
15275381,Private room,3,1,strict,TRUE,f,93,1,1,4.553876892
18812493,Entire home/apt,6,1,moderate,TRUE,f,99,2,3,5.298317367
1494623,Entire home/apt,2,1,strict,TRUE,f,,1,1,4.317488114
10054217,Private room,2,1,flexible,TRUE,f,,1,1,5.560681631
20502677,Private room,2,1,flexible,TRUE,f,,1,1,5.298317367
20782313,Private room,2,2,moderate,TRUE,t,93,1,1,4.615120517
14575777,Private room,6,2,strict,TRUE,f,100,3,3,5.068904202
7133323,Private room,6,1,moderate,TRUE,f,100,2,2,5.003946306
16243957,Entire home/apt,5,1,flexible,TRUE,f,100,2,3,5.010635294
12442,Entire home/apt,12,5,strict,TRUE,t,,7,9,5.666426688
15588469,Entire home/apt,3,,moderate,TRUE,t,90,1,1,5.164785974
20928494,Private room,1,1,moderate,TRUE,f,100,1,1,4.17438727
15633510,Private room,2,1.5,strict,TRUE,t,100,1,1,4.828313737
18362398,Entire home/apt,2,1,flexible,TRUE,f,80,1,1,4.828313737
13999812,Entire home/apt,4,1,strict,TRUE,f,95,0,2,4.48863637
15144105,Entire home/apt,2,1,flexible,FALSE,f,,1,1,5.855071922
16313134,Entire home/apt,4,1,strict,TRUE,f,94,1,1,4.442651256
18411433,Entire home/apt,8,1,strict,TRUE,f,89,2,5,5.293304825
16480421,Entire home/apt,3,1,strict,TRUE,f,87,1,1,4.543294782
9970676,Entire home/apt,2,1,strict,TRUE,f,100,1,1,4.442651256
7886670,Private room,1,1,flexible,FALSE,t,,1,1,3.218875825
540472,Entire home/apt,4,1,strict,TRUE,f,90,1,2,4.553876892
4371727,Entire home/apt,2,1,strict,TRUE,f,96,0,1,4.927253685
13853304,Private room,2,2,flexible,FALSE,t,,1,1,5.010635294
12813036,Private room,6,1,strict,FALSE,t,,1,3,5.416100402
12932198,Entire home/apt,2,1,strict,TRUE,f,,1,1,5.700443573
1934444,Entire home/apt,4,1,strict,TRUE,f,95,2,2,5.65248918
9698250,Private room,1,1,strict,TRUE,f,100,1,1,4.127134385
5680210,Entire home/apt,6,1,strict,TRUE,f,100,2,3,5.298317367
19046687,Shared room,1,1,flexible,TRUE,f,,1,1,4.564348191
14653884,Entire home/apt,10,3,strict,TRUE,t,97,5,5,5.416100402
6145124,Entire home/apt,2,1,strict,TRUE,f,100,1,1,4.382026635
892183,Private room,2,1,flexible,TRUE,f,,1,1,4.094344562
18795556,Entire home/apt,2,1,strict,TRUE,f,97,0,1,5.010635294
2437328,Private room,1,1,flexible,FALSE,f,80,1,1,4.248495242
10471547,Private room,2,1,moderate,TRUE,f,98,1,2,4.317488114
15686777,Entire home/apt,4,2,strict,TRUE,f,,2,2,4.700480366
2577336,Private room,1,1,strict,TRUE,f,100,1,1,3.401197382
15613238,Private room,2,1,strict,TRUE,f,99,1,1,4.382026635
20309868,Entire home/apt,3,1,strict,TRUE,f,98,1,1,5.105945474
8520667,Entire home/apt,3,1,flexible,FALSE,f,,2,2,5.370638028
13318679,Entire home/apt,4,1,strict,FALSE,t,98,0,2,5.241747015
7704920,Private room,2,1,moderate,TRUE,t,,1,1,4.59511985
4257302,Entire home/apt,4,1,moderate,TRUE,f,100,2,2,5.730099783
14916849,Private room,2,1,flexible,TRUE,f,,1,1,5.796057751
46699,Private room,1,1,flexible,TRUE,f,,1,1,3.912023005
251262,Entire home/apt,4,1,strict,TRUE,f,99,1,2,5.241747015
8007908,Private room,2,1,strict,TRUE,f,94,1,1,4.605170186
14810776,Entire home/apt,6,1,strict,TRUE,f,100,2,2,5.187385806
17363606,Entire home/apt,6,1,moderate,TRUE,f,,3,3,6.214608098
13982554,Shared room,1,1.5,flexible,FALSE,f,,1,1,4.382026635
5181720,Entire home/apt,4,1,strict,TRUE,t,100,1,2,5.416100402
19364068,Entire home/apt,8,3,strict,TRUE,f,100,4,7,6.212606096
87853,Entire home/apt,3,1,flexible,FALSE,t,73,0,2,4.382026635
13747542,Entire home/apt,4,1,strict,TRUE,t,91,1,1,5.164785974
9968402,Entire home/apt,13,3,strict,FALSE,f,,3,6,6.684611728
15567156,Private room,1,1,flexible,TRUE,f,90,1,1,4.094344562
6627860,Entire home/apt,4,1,strict,TRUE,f,98,1,4,4.553876892
9241956,Entire home/apt,2,1,flexible,FALSE,f,,1,1,4.812184355
8079894,Entire home/apt,2,1,strict,FALSE,t,100,0,1,4.86753445
17251398,Entire home/apt,3,1,strict,TRUE,f,98,2,2,5.631211782
